nop;masukkan_nomor_npwp_badan_usaha;masukkan_alamat_npwp_anda;x;y
317502000202702070;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,6647552;-6,2332928
317502000105400740;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,85908;-6,14593
317502000400501000;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,8731948;-6,126165312
-;-;-;106,8706532;-6,159483808
317502000202200630;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,8757749;-6,151093081
-;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,8667144;-6,150435402
317502000301101050;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,8889215;-6,114411145
317503100100401300;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,9070149;-6,146504822
317304000200701850;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,8718816;-6,176275492
317502000201901100;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,87702;-6,15139
317502000601500020;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,890366;-6,128853852
;013362389054000;Gedung Alfa Tower Lantai 12, Jalan jalur Sutera Barat kav. 9, Alam Sutera Panunggangan Timur Pinang, Kota Tangerang Barat;106,8779304;-6,352359554
317503100202400090;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,906;-6,165
317201200400300050;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,9111304;-6,317241988
-;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,8983567;-6,287270637
317201200501800320;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,9095433;-6,300150639
317201200802000880;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,9049173;-6,286194125
-;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,8750225;-6,2646975
317201200301001780;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,892676;-6,352649873
317201200802500290;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,896825;-6,297578187
317502100100200640;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,8831047;-6,288157907
-;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,9102734;-6,344501364
;;;106,87866;-6,35462
-;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,6647552;-6,2332928
31720200402105080;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,89418;-6,33333
317201200602302070;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,90467;-6,34119
317202100501801670;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,9095835;-6,254587571
317102000400700020;013362389054000;GEDUNG ALFA TOWER Lantai 12 Jalan Jalur Sutera Barat Kav. 9 Alam Sutera Panunggangan Timur Pinang Kota Tangerang Banten;106,6647552;-6,2332928
-;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,8938938;-6,224071474
317203000600300330;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,91048;-6,19422
317203000301100460;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,877573;-6,22717183
317203100100201050;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,8964291;-6,223128607
317203000500200030;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,8784456;-6,214948907
31720310070220352;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,8973795;-6,220068485
317203100701300220;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,9166571;-6,220896224
-;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,9371361;-6,22461198
317305000300801210;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,8671952;-6,162094392
317201200200900090;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,8979254;-6,337246472
3172031002015204320;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,9166571;-6,220896224
-;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,9093536;-6,245898403
317203000404501240;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,9112528;-6,24621489
-;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,9266445;-6,224114731
317201200701302090;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,8928952;-6,315405527
317205000201200610;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,9394539;-6,213662634
-;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,8542604;-6,199671438
-;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,8614943;-6,194464889
317205000601802670;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,8950278;-6,181844238
317205000300704800;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,6647552;-6,2332928
-;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,9358932;-6,177201832
317206000105002720;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,88539;-6,23265
-;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,9612232;-6,187157381
317201200100902380;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,90945;-6,3587
-;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,9006844;-6,21277376
317205000600502580;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,89897;-6,18039
317205000102003940;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,8648972;-6,193675527
317205000102003940;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,8780815;-6,211048547
-;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,9367715;-6,192216284
317205000600301810;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,9014335;-6,18062775
317205000600302330;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,899003;-6,181764518
31720400050150060;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,8718497;-6,20423296
317206000202600910;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,9401564;-6,206051462
317206000202201450;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,9347285;-6,207516
;013362389054000;Gedung Alfa Tower lantai 12, Jalan Jalur Sutera Barat kav. 9, Alam  Sutera Panunggangan Timur Pinang, Kota Tangerang Barat;106,86071;-6,27672
317201200803301940;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,879703;-6,333021618
317203100700700030;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,9111777;-6,214336271
317101000103000240;013362389054000;GEDUNG ALFA TOWER Lantai 12 Jalan Jalur Sutera Barat Kav. 9 Alam Sutera Panunggangan Timur Pinang Kota Tangerang Banten;106,7764002;-6,277359829
317101000301203420;013362389054000;GEDUNG ALFA TOWER Lantai 12 Jalan Jalur Sutera Barat Kav. 9 Alam Sutera Panunggangan Timur Pinang Kota Tangerang Banten;106,7724867;-6,24528247
317103100301101460;013362389054000;GEDUNG ALFA TOWER Lantai 12 Jalan Jalur Sutera Barat Kav. 9 Alam Sutera Panunggangan Timur Pinang Kota Tangerang Banten;106,8299728;-6,324232076
317103100302000160;013362389054000;GEDUNG ALFA TOWER Lantai 12 Jalan Jalur Sutera Barat Kav. 9 Alam Sutera Panunggangan Timur Pinang Kota Tangerang Banten;106,8215904;-6,326818104
317103100601000360;013362389054000;GEDUNG ALFA TOWER Lantai 12 Jalan Jalur Sutera Barat Kav. 9 Alam Sutera Panunggangan Timur Pinang Kota Tangerang Banten;106,8020787;-6,363015317
317103100200400600;013362389054000;GEDUNG ALFA TOWER Lantai 12 Jalan Jalur Sutera Barat Kav. 9 Alam Sutera Panunggangan Timur Pinang Kota Tangerang Banten;106,8104198;-6,354764422
317102000501201060;210364048016001;JL. Cipete V  Raya No. 1 Rt 08/03 Kel. Cipete selatan Kec. Cilandak, Jakarta Selatan;106,8001851;-6,27742045
317103100101002610;013362389054000;GEDUNG ALFA TOWER Lantai 12 Jalan Jalur Sutera Barat Kav. 9 Alam Sutera Panunggangan Timur Pinang Kota Tangerang Banten;106,8044746;-6,344822719
317102000400600270;013362389054000;GEDUNG ALFA TOWER Lantai 12 Jalan Jalur Sutera Barat Kav. 9 Alam Sutera Panunggangan Timur Pinang Kota Tangerang Banten;106,7930024;-6,267010552
317101000301203420;013362389054000;GEDUNG ALFA TOWER Lantai 12 Jalan Jalur Sutera Barat Kav. 9 Alam Sutera Panunggangan Timur Pinang Kota Tangerang Banten;106,8013843;-6,277582214
317102000201507620;013362389054000;GEDUNG ALFA TOWER Lantai 12 Jalan Jalur Sutera Barat Kav. 9 Alam Sutera Panunggangan Timur Pinang Kota Tangerang Banten;106,7968643;-6,312562605
-;013362389054000;GEDUNG ALFA TOWER Lantai 12 Jalan Jalur Sutera Barat Kav. 9 Alam Sutera Panunggangan Timur Pinang Kota Tangerang Banten;106,7747631;-6,266584023
317105000600101790;013362389054000;-;106,8116617;-6,357979251
317102000300301020;013362389054000;GEDUNG ALFA TOWER Lantai 12 Jalan Jalur Sutera Barat Kav. 9 Alam Sutera Panunggangan Timur Pinang Kota Tangerang Banten;106,8516448;-6,249450549
317101000101105750;013362389054000;GEDUNG ALFA TOWER Lantai 12 Jalan Jalur Sutera Barat Kav. 9 Alam Sutera Panunggangan Timur Pinang Kota Tangerang Banten;106,8516448;-6,249450549
317102000201300190;013362389054000;GEDUNG ALFA TOWER Lantai 12 Jalan Jalur Sutera Barat Kav. 9 Alam Sutera Panunggangan Timur Pinang Kota Tangerang Banten;106,8516448;-6,249450549
317103100600601530;013362389054000;GEDUNG ALFA TOWER Lantai 12 Jalan Jalur Sutera Barat Kav. 9 Alam Sutera Panunggangan Timur Pinang Kota Tangerang Banten;106,8516448;-6,249450549
;;;106,711205;-6,147772785
317103000101000780;013362389054000;GEDUNG ALFA TOWER Lantai 12 Jalan Jalur Sutera Barat Kav. 9 Alam Sutera Panunggangan Timur Pinang Kota Tangerang Banten;106,8516448;-6,249450549
317103100201700020;013362389054000;GEDUNG ALFA TOWER Lantai 12 Jalan Jalur Sutera Barat Kav. 9 Alam Sutera Panunggangan Timur Pinang Kota Tangerang Banten;106,8516448;-6,249450549
317103100600200100;013362389054000;GEDUNG ALFA TOWER Lantai 12 Jalan Jalur Sutera Barat Kav. 9 Alam Sutera Panunggangan Timur Pinang Kota Tangerang Banten;106,8516448;-6,249450549
317105000101002970;013362389054000;GEDUNG ALFA TOWER Lantai 12 Jalan Jalur Sutera Barat Kav. 9 Alam Sutera Panunggangan Timur Pinang Kota Tangerang Banten;106,8516448;-6,249450549
317106000200220580;210364048011000;Graha Familymart LT 3A , JL. Setiabudi Selatan Kav. 10;106,8241209;-6,227653875
317305000300406630;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,8717583;-6,167904095
;02.672.927.7-451.001;KP KADU RT 003 RW 001,BUNDER/CIKUPA , TANGERANG;106,804258;-6,2665489
;013379946092000;Jl. Ancol I/9-10 Kel. Ancol Kec. Pademangan Jakarta Utara;106,9029092;-6,202451103
;02.672.927.7-451.001;KP KADU RT 003 RW 001,BUNDER/CIKUPA , TANGERANG;106,8616114;-6,2653043
;84.503.770.4-416.001;GEDUNG ALFA TOWER LT.28 ,Jl. Jalur Sutera Bar. No.Kav. 7, RW.9, Panunggangan Tim., Kec. Pinang, Kota Tangerang, Banten 15143;106,8007202;-6,2779614
;01.337.994.6-092.000;JL. ANCOL BARAT 1 NO. 09-10;106,7578769;-6,125068378
;01.337.994.6-092.000;JL.. ANCOL BARAT 1 NO. 09-10;106,77779;-6,10894
317202100501501440;013379946092000;Jl. Ancol I/9-10 Kel. Ancol Kec. Pademangan Jakarta Utara;106,9087693;-6,250282734
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,783756;-6,2107131
317503100104001640;013379946092000;Jl. Ancol I/9-10 Kel. Ancol Kec. Pademangan Jakarta Utara;106,9009127;-6,146317608
317502000101904210;013379946092000;Jl. Ancol I/9-10 Kel. Ancol Kec. Pademangan Jakarta Utara;106,8661133;-6,135489764
;02.672.927.7-451.001;KP KADU RT 003 RW 001 , BUNDER/CIKUPA , TANGERANG;106,8656789;-6,2059051
317503100101701520;13379946092000;Jl. Ancol I/9-10 Kel. Ancol Kec. Pademangan Jakarta Utara;106,8990137;-6,164722653
;;;106,7052081;-6,126695851
317504000400304650;013362389054000;Gedung Alfa Tower Lantai 12 Jl.Jalur SuteraBarat Kav.9 Alam Sutera Panunggangan Timur Pinang Kota Tangerang Banten;106,8273832;-6,175648211
317206000701302730;210364048004001;JL. Raya Bekasi KM. 21 Ruko PTC Kel Rawa terate Kec. Cakung, Jakarta Timur;106,9151148;-6,182922153
317304100300100330;013379946092000;Jl. Ancol I/9-10 Kel. Ancol Kec. Pademangan Jakarta Utara;106,8543432;-6,174677728
;;;106,734551;-6,131033121
;;;106,8613537;-6,274288579
317104000101001440;210364048014002;JL. Kemang Raya Lt GF No. 31 Rt 08/05 Kel. Bangka Kec. Mampang Prapatan, Jakarta Selatan;106,8158277;-6,260636115
317504000102101010;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,9234116;-6,156478419
317203000401300360;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,891271;-6,218060522
317203100601000480;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,9264808;-6,222836583
317103000101600030;210364048017005;JL. Raya Cilandak KKO ( SPBU Marinir ) Kel. Cilandak Timur Kec. Pasar Minggu, Jakarta Selatan;106,815347;-6,295859398
317203000700600280;013379946092000;Jl. Ancol I/9-10 Kel. Ancol Kec. Pademangan Jakarta Utara;106,8685034;-6,222116607
317404000501209450;210364048033002;Seasons city Trade Mall Unit GF/BC 30 ,JL. Prof, Dr. LATUMENTEN NO. 33;106,7957266;-6,153562704
;01.337.994.6-092.000;JL. ANCOL 1 /9-10, ANCOL, PADEMANGAN, JAKARTA UTARA;106,8080898;-6,179823359
317404000501234410;210364048033001;APT SEASONS CITY UNIT FA/06/05, JL. PROF. DR. LATUMENTEN NO. 33;106,7967705;-6,15354127
317203100100402770;013379946092000;Jl. Ancol I/9-10 Kel. Ancol Kec. Pademangan Jakarta Utara;106,8975392;-6,223046105
317503100200200030;210364048043002;GADING WALK -SUMMARECON MALL KLP GADING 2 ( THE SUMMIT );106,9090923;-6,158147044
317302000300300030;210364048071001;JL. CIKINI RAYA , GD. HOTEL IBIS BUDGET CIKINI NO. 75;106,8386865;-6,191407071
317503100101705370;013379946092000;Jl. Ancol I/9-10 Kel. Ancol Kec. Pademangan Jakarta Utara;106,8902858;-6,152179183
317503100104820770;013379946092000;Jl. Ancol I/9-10 Kel. Ancol Kec. Pademangan Jakarta Utara;106,8926704;-6,152013592
317503100101703080;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,8918975;-6,167115
;;;106,7260752;-6,139161671
;;;106,7287601;-6,135382764
;;;106,7258351;-6,163606577
317503100201515530;013379946092000;Jl. Ancol I/9-10 Kel. Ancol Kec. Pademangan Jakarta Utara;106,8946419;-6,158966154
317301000302323930;210364048022003;APT. SUDIRMAN PARK B1/AB/B1/01, JL. KH. MAS MANSYUR KAV. 35;106,8181999;-6,205898236
317503100104820770;013379946092000;Jl. Ancol I/9-10 Kel. Ancol Kec. Pademangan Jakarta Utara;106,893439;-6,150729803
317405000300300230;210364048032001;JL. Mangga besar No. 90 B-C;106,8264567;-6,148767805
;210364048012003;THE CAPITAL RESIDENCE , B. 1 SCBD LOT. 24, JL. JEND.SUDIRMAN KAV. 52-53;106,8112596;-6,225274231
317203000203002620;013379946092000;Jl. Ancol I/9-10 Kel. Ancol Kec. Pademangan Jakarta Utara;106,8758672;-6,243608616
;01.337.994.6-092.000;JL.ANCOL 1/9-10 KELURAHAN ANCOL KECAMATAN PADEMANGAN JAKARTA UTARA;106,78465;-6,22313
;01.337.994.6-092.000;JL.ANCOL 1/9-10 KELURAHAN ANCOL KECAMATAN PADEMANGAN JAKARTA UTARA;106,7829655;-6,221003976
;;;106,7086355;-6,136286824
317306000500201510;13362389054000;GEDUNG ALFA TOWER Lantai 12 Jalan Jalur Sutera Barat Kav. 9 Alam Sutera, Panunggangan Timur Pinang, Kota Tangerang, Banten;106,8207464;-6,18906099
317203000100601530;013379946092000;Jl. Ancol I/9-10 Kel. Ancol Kec. Pademangan Jakarta Utara;106,8674233;-6,230616095
317503100300900110;013379946092000;Jl. Ancol I/9-10 Kel. Ancol Kec. Pademangan Jakarta Utara;106,9097176;-6,149006815
;;;106,7119917;-6,138262782
;;;106,7107061;-6,14937552
317101100100200240;210364048011000;Graha Familymart Lt 3A , JL. Setiabudi Selatan Kav. 10;106,7681656;-6,2581567
317305000400902540;013379946092000;Jl. Ancol I/9-10 Kel. Ancol Kec. Pademangan Jakarta Utara;106,8564888;-6,158288085
317205000101601140;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,876391;-6,214371257
317202100100310170;013379946092000;Jl. Ancol I/9-10 Kel. Ancol Kec. Pademangan Jakarta Utara;106,8812819;-6,290009813
317205000201906410;013379946092000;Jl. Ancol I/9-10 Kel. Ancol Kec. Pademangan Jakarta Utara;106,8952976;-6,211110806
;02.672.972.7-451.001;KP KADU RT 003 RW 001 CIKUPA TANGERANG;106,7862026;-6,2066478
;;;106,7265109;-6,1397714
;;;106,7071579;-6,134494918
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,8758074;-6,2883165
;;;106,7025114;-6,122344405
317503100303912050;013379946092000;Jl. Ancol I/9-10 Kel. Ancol Kec. Pademangan Jakarta Utara;106,9141251;-6,174143065
;;;106,711224;-6,124926742
317106000300901870;210364048011007;Gedung Generali Tower, Grand rubina Business Park Lt 1 Unit C , Jl. HR. Rasuna Said;106,8332558;-6,219408588
;;;106,78437;-6,29298
;;;106,82956;-6,29789
317106000800601000;013362389054000;GEDUNG ALFA TOWER Lantai 12 Jalan Jalur Sutera Barat Kav. 9 Alam Sutera Panunggangan Timur Pinang Kota Tangerang Banten;106,828777;-6,20724
;;;106,7800468;-6,291453417
317502000201800830;013379946092000;Jl. Ancol I/9-10 Kel. Ancol Kec. Pademangan Jakarta Utara;106,8869194;-6,15251875
317503100302501240;013379946092000;Jl. Ancol I/9-10 Kel. Ancol Kec. Pademangan Jakarta Utara;106,9142243;-6,165028373
317106000201500210;210364048067004;GD. TEMPO SCAN TOWER, JL. H.R. RASUNA SAID KAV. 3-4;106,8292216;-6,235291839
317202100401500680;013379946092000;Jl. Ancol I/9-10 Kel. Ancol Kec. Pademangan Jakarta Utara;106,884059;-6,255876388
;01.337.994.6-092.000;JL.ANCOL 1/9-10 KELURAHAN ANCOL KECAMATAN PADEMANGAN JAKARTA UTARA;106,79896;-6,13683
317403000800332270;210364048036001;JL. Tanjung Duren Raya No. 1 A-B , Kel. Tanjung Duren Selatan Kec. Grogol Petamburan, Jakarta Barat;106,7888984;-6,173905416
HOTEL KANTOR DAN HUNIAN;013379946092000;Jl. Ancol I/9-10 Kel. Ancol Kec. Pademangan Jakarta Utara;106,8546551;-6,141907607
;013379946403002;JL ALTERNATIF SENTUL KANDANG RODA , RT 01 / 010 , Desa Cijujung , Kecamatan Sukaraja Kab Bogor;106,8768017;-6,324208508
;PT LANCAR WIGUNA SEJAHTERA;GEDUNG ALFA TOWER LT 28, JALAN JALUR SUTERA BARAT KAV 7-9, PANUNGGANGAN TIMUR,PINANG , TANGERANG;106,812426;-6,163674
;01.337.994.6-092.000;JL. ANCOL 1 9/10;112,0480146;-7,19819899
317204000602000170;013379946092000;Jl. Ancol I/9-10 Kel. Ancol Kec. Pademangan Jakarta Utara;106,8715132;-6,196537159
317301000301400480;210364048022002;GD. INTERCONTINENTAL JAKARTA MIDPLAZA LT. LG , JL. JEND. SUDIRMAN KAV. 10-11;106,8208516;-6,209316582
317503100101620720;013379946092000;Jl. Ancol I/9-10 Kel. Ancol Kec. Pademangan Jakarta Utara;106,8923804;-6,163353685
;013362389054000;gedung alfa tower lantai 12 jalan jalur sutera panunggangan timur pinang kota tangerang banten;106,8604;-6,2824
31.72..010.003.021-0008.0;1.336.238.9-403.001;JL. RAYA KARADENAN RT. 01 RW. 10, BOJONG KULUR, GUNUNG PUTRI, BOGOR;106,8672;-6,338
317403100601201220;13362389054000;GEDUNG ALFA TOWER Lantai 12 Jalan Jalur Sutera Barat Kav. 9 Alam Sutera, Panunggangan Timur Pinang, Kota Tangerang, Banten;106,8038649;-6,185575692
;;;106,8672513;-6,268820456
;013362389054000;Jalan jalur sutera barat kav. 9 alam sutera panunggangan timur pinang kota tangerang banten;106,87158;-6,28344
317403100201602380;13362389054000;GEDUNG ALFA TOWER Lantai 12 Jalan Jalur Sutera Barat Kav. 9 Alam Sutera, Panunggangan Timur Pinang, Kota Tangerang, Banten;106,8021963;-6,19906468
;013362389054000;Gedung Alfa Tower lantai 12, Jalan Jalur Sutera Barat kav. 9, Alam  Sutera Panunggangan Timur Pinang, Kota Tangerang Barat;106,86711;-6,31679
317403100100400800;13362389054000;GEDUNG ALFA TOWER Lantai 12 Jalan Jalur Sutera Barat Kav. 9 Alam Sutera, Panunggangan Timur Pinang, Kota Tangerang, Banten;106,7875603;-6,196547676
;013362389054000;Gedung Alfa Tower lantai 12, Jalan Jalur Sutera Barat Kav. 9, Alam Sutera Panunggangan Timur Pinang, Kota Tangerangan Barat;106,8797758;-6,351719776
;0133625389054000;Gedung Alfa Tower Lantai 12, Jalan Jalur Sutera Barat kav. 9, Alam Sutera Panunggangan Timur Pinang, Kota Tangerang Barat;106,8702708;-6,338661764
;013362389054000;Gedung Alfa Tower lantai 12, Jalan Jalur Sutera Barat kav. 9, Alam  Sutera Panunggangan Timur Pinang, Kota Tangerang Barat;106,8739437;-6,294324612
